Confirmed, Key, LangType, KOR, CN, JAP, KOR_Service, No KOR
,"43004","JAP","가입하고 싶은 동맹을 선정하신 후 가입하기 버튼을 클릭하시면 가입신청이 가능합니다.","当您选定了想要加入的同盟后，点击加入同盟按钮即可申请加入。","当您选定了想要加入的同盟后，点击加入同盟按钮即可申请加入。","当您选定了想要加入的同盟后，点击加入同盟按钮即可申请加入。",O
,"43005","JAP","가입하고 싶은 동맹이 없다면 동맹 창설 버튼을 눌러 스스로 동맹을 만들 수도 있다.","如果你没有想加入的同盟，也可以点击创建同盟按钮，自己建立一个同盟","如果你没有想加入的同盟，也可以点击创建同盟按钮，自己建立一个同盟","如果你没有想加入的同盟，也可以点击创建同盟按钮，自己建立一个同盟",O
,"43006","JAP","동맹에 대한 소개는 여기까지입니다. 동맹에 가입하면 많은 인센티브와 이점이 있습니다. 그 후에는 반드시 한 동맹에 들어가시기 바랍니다.","关于同盟的介绍到此为止，加入同盟之后有许多奖励和好处，请您之后务必进入一个同盟。","关于同盟的介绍到此为止，加入同盟之后有许多奖励和好处，请您之后务必进入一个同盟。","关于同盟的介绍到此为止，加入同盟之后有许多奖励和好处，请您之后务必进入一个同盟。",O
,"44001","JAP","지휘관님, 우리는 새로운 지역을 탐지하였으니, 저를 따라오십시오.","指挥官，我们侦测到一片新的区域，请跟我来","指挥官，我们侦测到一片新的区域，请跟我来","指挥官，我们侦测到一片新的区域，请跟我来",O
,"44002","JAP","새로 발견된 영역을 다크 존이라고 합니다. 여기를 클릭하여 다크 존으로 들어가십시오.","新发现的区域被称作暗区，请点击这里进入暗区","新发现的区域被称作暗区，请点击这里进入暗区","新发现的区域被称作暗区，请点击这里进入暗区",O
,"44003","JAP","다크 존에는 강력한 보스들이 존재한다.\n당신은 순서대로 그들을 차례로 격파해야 합니다.","在暗区中，存在一系列强大的BOSS。\n您需要按顺序，依次击败他们。","在暗区中，存在一系列强大的BOSS。\n您需要按顺序，依次击败他们。","在暗区中，存在一系列强大的BOSS。\n您需要按顺序，依次击败他们。",O
,"44004","JAP","보스를 이길 때마다 좋은 보상을 받을 수 있습니다. 열심히 전진해서 보상을 받으세요.","每击败一个BOSS，您都可以获得一份不错的奖励，请努力前进，赢取奖励吧。","每击败一个BOSS，您都可以获得一份不错的奖励，请努力前进，赢取奖励吧。","每击败一个BOSS，您都可以获得一份不错的奖励，请努力前进，赢取奖励吧。",O
,"45001","JAP","지휘관, 함대 계통의 탐색함이 준비됐으니 따라오십시오.","指挥官，舰队系统的探索舰已经准备就绪，请跟我来。","指挥官，舰队系统的探索舰已经准备就绪，请跟我来。","指挥官，舰队系统的探索舰已经准备就绪，请跟我来。",O
,"45002","JAP","이곳을 클릭하여 탐색함으로 들어가십시오.","请点击这里进入探索舰。","请点击这里进入探索舰。","请点击这里进入探索舰。",O
,"45003","JAP","탐색함에서 AG를 각 지역에 파견하여 자원을 가져올 수 있습니다.\n현재 한 지역만 잠금이 해제되어 있으며, 본선 관문이 추진됨에 따라 점차 더 많은 지역만 잠금이 해제됩니다.","在探索舰中，您可以派遣AG到各个区域执行派遣任务，获取资源。\n目前暂时只解锁了一个区域，随着主线关卡的推进，会逐渐解锁更多区域。","在探索舰中，您可以派遣AG到各个区域执行派遣任务，获取资源。\n目前暂时只解锁了一个区域，随着主线关卡的推进，会逐渐解锁更多区域。","在探索舰中，您可以派遣AG到各个区域执行派遣任务，获取资源。\n目前暂时只解锁了一个区域，随着主线关卡的推进，会逐渐解锁更多区域。",O
,"45004","JAP","각 영역에 여러 개의 파견 작업을 선택할 수 있습니다.\n파견 등급이 높아짐에 따라 앞으로 더 많은 작업의 잠금을 해제할 것입니다.","每个区域中，会有多个派遣任务供您选择。\n随着您的派遣等级提升，未来还会解锁更多的任务。","每个区域中，会有多个派遣任务供您选择。\n随着您的派遣等级提升，未来还会解锁更多的任务。","每个区域中，会有多个派遣任务供您选择。\n随着您的派遣等级提升，未来还会解锁更多的任务。",O
,"45005","JAP","파견임무마다 필요한 조건을 충족해야 파견이 가능하다.\n여기에 가산점 조건을 충족하면 더 많은 보상을 받을 수 있다.","每个派遣任务都需要达到必要条件才能进行派遣。\n在此基础上，如果您满足了加分条件，就可以获得更多的奖励。","每个派遣任务都需要达到必要条件才能进行派遣。\n在此基础上，如果您满足了加分条件，就可以获得更多的奖励。","每个派遣任务都需要达到必要条件才能进行派遣。\n在此基础上，如果您满足了加分条件，就可以获得更多的奖励。",O
,"45006","JAP","빠른 배치를 누르면 시스템이 자동으로 적절한 AG를 선택하여 파견 작업을 수행할 수 있습니다.","点击快速部署，可以让系统自动帮您选择合适的AG去执行派遣任务。","点击快速部署，可以让系统自动帮您选择合适的AG去执行派遣任务。","点击快速部署，可以让系统自动帮您选择合适的AG去执行派遣任务。",O
,"45007","JAP","파견 버튼을 누르면 AG들이 출발할 수 있다.","点击派遣按钮，就可以让AG们出发了。","点击派遣按钮，就可以让AG们出发了。","点击派遣按钮，就可以让AG们出发了。",O
,"45008","JAP","파견 임무를 수행 중인 AG팀이 이곳에 전시된다.\n현재 AG를 한 팀만 파견할 수 있습니다. 이후 본선 관문이 추진됨에 따라 더 많은 파견 가능 팀이 해제될 것입니다.","正在执行派遣任务的AG队伍会展示在这里。\n目前您暂时只能派遣一队AG，之后随着主线关卡的推进，会解锁更多的可派遣队伍。","正在执行派遣任务的AG队伍会展示在这里。\n目前您暂时只能派遣一队AG，之后随着主线关卡的推进，会解锁更多的可派遣队伍。","正在执行派遣任务的AG队伍会展示在这里。\n目前您暂时只能派遣一队AG，之后随着主线关卡的推进，会解锁更多的可派遣队伍。",O
,"45009","JAP","AG 팀이 파견 작업을 완료하면, 이 곳을 클릭하여 보상을 받습니다.","当有AG队伍完成派遣任务后，您需要点击这里，主动收取奖励。","当有AG队伍完成派遣任务后，您需要点击这里，主动收取奖励。","当有AG队伍完成派遣任务后，您需要点击这里，主动收取奖励。",O
,"45010","JAP","파견에 대한 설명은 여기서 끝났고, 이후 파견 기능을 많이 활용해 함대에 필요한 자원을 확보하도록 했다.","派遣相关的说明就到此为止了，之后请多多利用派遣功能，获取舰队所需的资源。","派遣相关的说明就到此为止了，之后请多多利用派遣功能，获取舰队所需的资源。","派遣相关的说明就到此为止了，之后请多多利用派遣功能，获取舰队所需的资源。",O
,"46001","JAP","지휘관님, 지금 편대할 때 전희 자동전투를 할 때의 행동방식을 설정할 수 있습니다.\n제가 설명해 드릴까요?","指挥官，您现在可以在编队时设置战姬自动战斗时的行动方式。\n需要我为您说明一下吗？","指挥官，您现在可以在编队时设置战姬自动战斗时的行动方式。\n需要我为您说明一下吗？","指挥官，您现在可以在编队时设置战姬自动战斗时的行动方式。\n需要我为您说明一下吗？",O
,"46002","JAP","여기를 클릭하면 캐릭터의 자동 전투 시 행동 방식을 수정할 수 있다.","点击这里，可以为角色修改自动战斗时的行动方式。","点击这里，可以为角色修改自动战斗时的行动方式。","点击这里，可以为角色修改自动战斗时的行动方式。",O
,"46003","JAP","여기서 수정된 방안은 전투에서 바로 효력을 발휘할 수 있으니 많이 활용하라.","在这里修改后的方案可以直接在战斗中生效，请多加利用吧。","在这里修改后的方案可以直接在战斗中生效，请多加利用吧。","在这里修改后的方案可以直接在战斗中生效，请多加利用吧。",O
,"47001","JAP","지휘관님, 전속무장을 해제할 수 있는 전희인데 제가 기능을 설명해 드릴까요?","指挥官，该战姬已经可以解锁专属武装了，需要我为您说明一下相关功能吗？","指挥官，该战姬已经可以解锁专属武装了，需要我为您说明一下相关功能吗？","指挥官，该战姬已经可以解锁专属武装了，需要我为您说明一下相关功能吗？",O
,"47002","JAP","여기 눌러서 저만의 개발하세요.개발을 해보세요.","请点击这里进行专属武装的研发","请点击这里进行专属武装的研发","请点击这里进行专属武装的研发",O
,"47003","JAP","전속 무장 연구 개발은 여러 가지 소재를 소모해야 하므로, 당신은 여기에서 볼 수 있다.","专属武装研发需要消耗多种素材，您可以在这里查看","专属武装研发需要消耗多种素材，您可以在这里查看","专属武装研发需要消耗多种素材，您可以在这里查看",O
,"47004","JAP","전속무장연구개발에 필요한 무장신청서는 《보급-군장환전》에서 얻을 수 있다.","专属武装研发所需的武装申请函，可以在「补给-军章兑换」中获得。","专属武装研发所需的武装申请函，可以在「补给-军章兑换」中获得。","专属武装研发所需的武装申请函，可以在「补给-军章兑换」中获得。",O
,"47005","JAP","전속무장이 개발되면 전희의 능력치가 향상되고, 전희의 한 스킬을 특화시킬 수 있다.","专属武装研发完毕后，可以提升战姬的能力值，并且会使战姬的一个技能升级为特化技能。","专属武装研发完毕后，可以提升战姬的能力值，并且会使战姬的一个技能升级为特化技能。","专属武装研发完毕后，可以提升战姬的能力值，并且会使战姬的一个技能升级为特化技能。",O
,"47006","JAP","이후 전속무장의 등급을 계속 강화해 전속무장의 능력치를 높일 수 있다.\n전속무장등급이 10계급 올라갈 때마다 특화기능의 효과도 증대된다.","之后您可以继续强化专属武装的等级，增加专属武装的能力值。\n专属武装等级每提升10级，还会使特化技能的效果进一步增强。","之后您可以继续强化专属武装的等级，增加专属武装的能力值。\n专属武装等级每提升10级，还会使特化技能的效果进一步增强。","之后您可以继续强化专属武装的等级，增加专属武装的能力值。\n专属武装等级每提升10级，还会使特化技能的效果进一步增强。",O
,"47007","JAP","전속무장을 업그레이드할 때는 이능물질 및 증표를 사용해야 한다.\n이질적인 물질은 푸른 안개 금지 구역에 도전함으로써 얻을 수 있다.","升级专属武装时需要使用异能物质以及信物。\n异能物质可以通过挑战「蓝雾禁区」获得。","升级专属武装时需要使用异能物质以及信物。\n异能物质可以通过挑战「蓝雾禁区」获得。","升级专属武装时需要使用异能物质以及信物。\n异能物质可以通过挑战「蓝雾禁区」获得。",O
,"47008","JAP","증서는 통관할 수 있고, 본선의 관문에 도전해 얻을 수 있으며, 계보별 전희(戰姬)는 각기 다른 증표를 사용해야 한다.\n또한, 일반적인 모드와 어려운 모드가 떨어지는 증표의 유형이 다르므로 필요에 따라 획득하시기 바랍니다.","信物可以通关挑战主线关卡获得，不同系谱的战姬需要使用不同的信物。\n另外，普通模式与困难模式掉落的信物类型有所不同，请您根据需要进行获取。","信物可以通关挑战主线关卡获得，不同系谱的战姬需要使用不同的信物。\n另外，普通模式与困难模式掉落的信物类型有所不同，请您根据需要进行获取。","信物可以通关挑战主线关卡获得，不同系谱的战姬需要使用不同的信物。\n另外，普通模式与困难模式掉落的信物类型有所不同，请您根据需要进行获取。",O
,"47009","JAP","현재 일부 전희만 전속무장을 개방하고 있어 앞으로 계속 늘어날 전망이다.\n전속무장시스템에 대한 설명은 여기서 마무리한다.","目前，仅有部分战姬开放了专属武装，未来会陆续增加。\n关于专属武装系统的说明到此结束。","目前，仅有部分战姬开放了专属武装，未来会陆续增加。\n关于专属武装系统的说明到此结束。","目前，仅有部分战姬开放了专属武装，未来会陆续增加。\n关于专属武装系统的说明到此结束。",O
